,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
822,822,0.0,0.4632,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['fresh', 'air', 'pose', 'risk', 'public', 'day', 'solitary', 'try']"
823,823,0.0,0.3266,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['replug', 'hour', 'announce', 'week', 'nationwide', 'lockdown', 'personally', 'ask', 'owner', 'editor', 'mainstream', 'print', 'medium', 'publish', 'positive', 'story', 'covid', 'pandemic']"
824,824,0.0,0.9484,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['now', 'be', 'year', 'covid', 'lockdown', 'start', 'policy_director', 'fiona_loud', 'reflect', 'ha']"
825,825,0.0,0.4179,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['week', 'covid', 'case', 'last', 'week', 'new', 'death', 'announce', 'today', 'thank', 'put', 'lockdown', 'year', 'force', 'vaccination', 'look', 'work']"
826,826,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
827,827,3.0,0.7493,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['spread', 'entire', 'world', 'migrant', 'ask', 'stay', 'businessman']"
828,828,3.0,0.9111,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['speak', 'truth', 'sheep', 'covid', 'shoot', 'faucilied_faucifile', 'agenda_klausschw']"
829,829,3.0,0.681,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['remember', 'country', 'went_into', 'nationwide', 'lockdown', 'combat', 'spread', 'cov']"
830,830,3.0,0.9111,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['speak', 'truth', 'sheep', 'covid', 'shoot', 'faucilied_faucifile', 'agenda_klausschw']"
831,831,1.0,0.9223,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
832,832,1.0,0.6587,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['fear', 'isolation', 'mostly', 'breed', 'bad', 'nightmare']"
833,833,1.0,0.8507,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['tome', 'alive', 'obligatory', 'covid', 'song', 'lol', 'only', 'song', 'see', 'radio', 'so', 'far', 'think', 'bite', 'nose', 'fob', 'usually', 'so', 'over', 'confuse', 'purpose', 'one', 'just', 'much', 'lockdown', 'suck', 'see', 'most', 'people']"
834,834,0.0,0.4884,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'grip', 'world', 'change', 'life', 'alter', 'way']"
835,835,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
836,836,1.0,0.7488,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['modify', 'reference', 'stat', 'make', 'show', 'film']"
837,837,3.0,0.681,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['remember', 'country', 'went_into', 'nationwide', 'lockdown', 'combat', 'spread', 'cov']"
838,838,1.0,0.9223,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
839,839,1.0,0.8763,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['ever', 'go', 'wake', 'covidscam']"
840,840,2.0,0.9347,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['photo', 'day', 'pair', 'feral', 'pigeon', 'befriend', 'photographer', 'family', 'lockdown']"
841,841,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
842,842,3.0,0.4965,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['study', 'find', 'lockdown', 'reduce', 'covid', 'death', 'mathematical', 'model', 'do', 'even', 'accept', 'covid', 'death', 'death', 'reason', 'day', 'pcr', 'test', 'wrong', 'huge', 'margin', 'nowhere', 'death']"
843,843,0.0,0.9268,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['mindfulness', 'covid', 'lockdown', 'start', 'today', 'resource', 'help']"
844,844,0.0,0.8854,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['lockdown', 'also', 'eviction', 'moratorium']"
845,845,1.0,0.6735,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by",['event']
846,846,1.0,0.5084,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['register', 'join', 'person', 'virtually', 'goal', 'project', 'document', 'staten', 'islander', 'live', 'lockdown', 'take', 'place', 'most', 'intense', 'memorable', 'period', 'ongoing', 'covid', 'pandemic']"
847,847,1.0,0.9494,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['video', 'game', 'feature', 'mystical', 'character', 'name', 'rumble', 'help', 'university', 'researcher', 'investigate']"
848,848,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
849,849,1.0,0.6735,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by",['event']
850,850,1.0,0.9223,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
851,851,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
852,852,1.0,0.4049,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['year', 'back', 'day', 'indian', 'government', 'declare', 'nation', 'wide', 'lockdown', 'covid', 'pandemic', 'many', 'tech', 'sector', 'employee', 'include', 'enter', 'era', 'many', 'continue', 'so', 'happily']"
853,853,0.0,0.9192,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['lockdown', 'also', 'eviction', 'moratorium', 'probably', 'year']"
854,854,0.0,0.5739,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['exactly', 'year', 'ago', 'government', 'announce', 'unprecedented', 'lockdown', 'world', 'shut', 'contain', 'spread', 'covid', 'pandemic', 'threeyear', 'good', 'time', 'reflect', 'year']"
855,855,3.0,0.6014,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['balance', 'dom_perottet', 'given_chance', 'sell', 'more', 'public']"
856,856,3.0,0.9286,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['former', 'prime_minister', 'boris_johnson', 'fire', 'allegedly_misleade', 'parliament', 'covid', 'lockdown', 'party']"
857,857,1.0,0.5703,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['balance', 'dom_perottet', 'given_chance', 'sell', 'more', 'public', 'asset', 'amp', 'service', 'then', 'rent', 'back', 'corporation', 'pay', 'little', 'tax', 'reward', 'divide', 'sydney', 'covid', 'lockdown', 'far', 'defund', 'icac']"
858,858,1.0,0.7395,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['rt', 'today', 'new', 'article', 'impact', 'covidlockdown', 'health', 'adult', 'chronicdisease']"
859,859,0.0,0.9378,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'lockdown', 'also', 'year', 'stop', 'govt']"
860,860,0.0,0.721,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'later', 'covid', 'pandemic', 'lockdown', 'remain', 'fresh', 'memory', 'coronavirus', 'pandemic']"
861,861,1.0,0.9222,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['covid', 'lockdown', 'result', 'abrupt_unprecedented', 'social_isolation', 'brains_react', 'isolation']"
862,862,0.0,0.9492,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'third', 'anniversary', 'covid', 'lockdown', 'acknowledge', 'dedicated_railway', 'colleague', 'kept_service']"
863,863,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
864,864,1.0,0.9222,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['covid', 'lockdown', 'result', 'abrupt_unprecedented', 'social_isolation', 'brains_react', 'isolation']"
865,865,0.0,0.7672,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['covid', 'coronavirus', 'auckland', 'business', 'win', 'survive', 'lockdown']"
866,866,0.0,0.5744,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['raise', 'go', 'girl', 'run', 'year', 'day', 'philanthropic', 'event', 'large', 'turnout', 'phi', 'event', 'covid', 'lockdown', 'click', 'here', 'full', 'story']"
867,867,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
868,868,1.0,0.4149,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['court', 'law', 'explain', 'military', 'personnel', 'win', 'case', 'there', 'lie', 'ignorance', 'law', 'remember', 'covid', 'lawyer', 'doctor', 'military', 'never', 'lockdown', 'keep', 'work', 're', 'exigence']"
869,869,0.0,0.8345,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['onthisday', 'boris_johnson', 'put', 'united_kingdom', 'first', 'national', 'lockdown', 'response', 'covid']"
870,870,0.0,0.7152,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['bad', 'lockdown', 'covid', 'coronavirus', 'many', 'people', 'suffer', 'die', 'pray', 'selamat', 'berpuasa', 'stay', 'safe', 'healthy']"
871,871,0.0,0.9056,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['lockdown', 'strikes_lat', 'successfully_bagge', 'first', 'best_university']"
872,872,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
873,873,0.0,0.5611,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'ago', 'just', 'covid', 'lockdown', 'begin', 've', 'read', 'road', 'even', 'recently', 'release', 'friendship', 'game', 'leave', 'review', 'amazon', 'like', 'long', 'even', 'sentence']"
874,874,1.0,0.6939,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['generically', 'aim', 'large', 'group', 'lefty', 'erroneously', 'salivate', 'prospect', 'trump', 'arrest', 'yiur', 'view', 'mask', 'covid', 'lockdown', 'policy', 'suck', 'ass', 'go', 'wish', 'govern', 'as', 'hard', 'clearly', 'now']"
875,875,0.0,0.6852,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'anniversary', 'covid', 'lockdown', 'time', 'remember']"
876,876,1.0,0.8334,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['most', 'important', 'point', 'emerge', 'ruling', 'importance', 'specific', 'wording', 'force', 'majeure', 'clause', 'lease', 'find', 'say', 'haylock', 'partner', 'polley', 'faith', 'counsel']"
877,877,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
878,878,2.0,0.7124,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['utsva', 'gonvar', 'film', 'photo', 'dramatise', 'dramatic', 'moment', 'history', 'dilute', 'human', 'condition', 'depict']"
879,879,2.0,0.9564,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['covid', 'perhaps_another', 'lesson', 'covid', 'trust', 'people', 'make', 'career_work', 'respond', 'health_challenge', 'remember', 'party', 'own_residence', 'lockdown']"
880,880,2.0,0.8903,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['society', 'lose', 'ritual', 'covid', 'lockdown', 'take', 'away', 'traditional', 'grief', 'practice', 'teach', 'latest_commentary', 'explore', 'appalachian', 'grief', 'tradition', 'year', 'later']"
881,881,1.0,0.9222,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['covid', 'lockdown', 'result', 'abrupt_unprecedented', 'social_isolation', 'brains_react', 'isolation']"
882,882,0.0,0.5617,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['quite', 'probably', 'first', 'town', 'witness', 'lockdown', 'impose', 'soon', 'border']"
883,883,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
884,884,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
885,885,0.0,0.6941,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic",['lockdown']
886,886,0.0,0.6346,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['many', 'covid', 'provisional', 'change', 'become', 'permanent', 'many', 'sweep', 'away']"
887,887,1.0,0.517,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['lockdown', 'necessary', 'really', 'know', 'deal', 'big', 'picture', 'covid', 'rd', 'lockdown', 'maybe', 'so', 'much', 'many', 'mistake', 'make', 'many', 'country', 'think', 'country', 'world', 'get', 'completely', 'right']"
888,888,0.0,0.6854,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'anniversary', 'covid', 'lockdown', 'time', 're']"
889,889,1.0,0.7395,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['rt', 'today', 'new', 'article', 'impact', 'covidlockdown', 'health', 'adult', 'chronicdisease']"
890,890,2.0,0.6035,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['national', 'day', 'reflection', 'third', 'anniversary', 'first', 'lockdown', 'want', 'recognise', 'extraordinary_effort']"
891,891,2.0,0.8912,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['rt', 'perhaps_another', 'lesson', 'covid', 'trust', 'people', 'make', 'career_work', 'respond', 'health', 'challeng']"
892,892,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
893,893,0.0,0.9255,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['just', 'post', 'heavy', 'flood', 'landslide', 'city', 'flood', 'eastern', 'flash', 'flood', 'flash', 'flood', 'today', 'actuality', 'lockdown', 'covid', 'news', 'eastern', 'cape', 'flood', 'reddit']"
894,894,0.0,0.9794,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['heavy', 'flood', 'landslide', 'city', 'flood', 'eastern', 'cape', 'south', 'flood', 'flash', 'flood', 'today', 'actuality', 'lockdown', 'covid', 'news', 'eastern', 'cape', 'flood', 'news', 'today', 'flood', 'local', 'news', 'natural', 'disaster']"
895,895,2.0,0.8358,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['sad_messe', 'snakes_swallow', 'money_pupil']"
